date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016/12/6 12:15,0,0,0,0,0,0,0
2016/12/6 12:30,0,0,0,0,0,0,0
2016/12/6 12:45,0,0,0,0,0,0,0
2016/12/6 13:00,0,0,0,0,0,0,0
2016/12/6 13:15,0,0,0,0,0,0,0
2016/12/6 13:30,0,0,0,0,0,0,0
2016/12/6 13:45,0,0,0,0,0,0,0
2016/12/6 14:00,0,0,0,0,0,0,0
2016/12/6 14:15,0,0,0,0,0,0,0
2016/12/6 14:30,0,0,0,0,0,0,0
2016/12/6 14:45,0,0,0,0,0,0,0
2016/12/6 15:00,0,0,0,0,0,0,0
2016/12/6 15:15,0,0,0,0,0,0,0
2016/12/6 15:30,0,0,0,0,0,0,0
2016/12/6 15:45,0,0,0,0,0,0,0
2016/12/6 16:00,0,0,0,0,0,0,0
2016/12/6 16:15,0,0,0,0,0,0,0
2016/12/6 16:30,0,0,0,0,0,0,1407
2016/12/6 16:45,0,0,0,0,0,0,1055
2016/12/6 17:00,0,0,0,0,0,0,844
2016/12/6 17:15,0,0,0,0,0,0,0
2016/12/6 17:30,0,0,0,0,0,0,0
2016/12/6 17:45,0,0,0,0,0,0,-563
2016/12/6 18:00,0,0,0,0,0,0,-774
2016/12/6 18:15,0,0,0,0,0,0,-1055
2016/12/6 18:30,0,0,0,0,0,0,-1196
2016/12/6 18:45,0,0,0,0,0,0,-1337
2016/12/6 19:00,0,0,0,0,0,0,-1407
2016/12/6 19:15,0,0,0,0,0,0,-1618
2016/12/6 19:30,0,0,0,0,0,0,-1759
2016/12/6 19:45,0,0,0,0,0,0,-1618
2016/12/6 20:00,0,0,0,0,0,0,-1759
2016/12/6 20:15,0,0,0,0,0,0,-1970
2016/12/6 20:30,0,0,0,0,0,0,-2110
2016/12/6 20:45,0,0,0,0,0,0,-2110
2016/12/6 21:00,0,0,0,0,0,0,-2110
2016/12/6 21:15,0,0,0,0,0,0,-2321
2016/12/6 21:30,0,0,0,0,0,0,-2462
2016/12/6 21:45,0,0,0,0,0,0,-2532
2016/12/6 22:00,0,0,0,0,0,0,-2673
2016/12/6 22:15,0,0,0,0,0,0,-2673
2016/12/6 22:30,0,0,0,0,0,0,-2673
2016/12/6 22:45,0,0,0,0,0,0,-2744
2016/12/6 23:00,0,0,0,0,0,0,-2884
2016/12/6 23:15,0,0,0,0,0,0,-2955
2016/12/6 23:30,0,0,0,0,0,0,-2814
2016/12/6 23:45,0,0,0,0,0,0,-2955
2016/12/7 0:00,0,0,0,0,0,0,-3025
2016/12/7 0:15,0,0,0,0,0,0,-3025
2016/12/7 0:30,0,0,0,0,0,0,-3095
2016/12/7 0:45,0,0,0,0,0,0,-3166
2016/12/7 1:00,0,0,0,0,0,0,-3166
2016/12/7 1:15,0,0,0,0,0,0,-3166
2016/12/7 1:30,0,0,0,0,0,0,-3377
2016/12/7 1:45,0,0,0,0,0,0,-3306
2016/12/7 2:00,0,0,0,0,0,0,-3377
2016/12/7 2:15,0,0,0,0,0,0,-3377
2016/12/7 2:30,0,0,0,0,0,0,-3377
2016/12/7 2:45,0,0,0,0,0,0,-3447
2016/12/7 3:00,0,0,0,0,0,0,-3517
2016/12/7 3:15,0,0,0,0,0,0,-3588
2016/12/7 3:30,0,0,0,0,0,0,-3588
2016/12/7 3:45,0,0,0,0,0,0,-3658
2016/12/7 4:00,0,0,0,0,0,0,-3939
2016/12/7 4:15,0,0,0,0,0,0,-3869
2016/12/7 4:30,0,0,0,0,0,0,-3939
2016/12/7 4:45,0,0,0,0,0,0,-3869
2016/12/7 5:00,0,0,0,0,0,0,-4080
2016/12/7 5:15,0,0,0,0,0,0,-4010
2016/12/7 5:30,0,0,0,0,0,0,-3939
2016/12/7 5:45,0,0,0,0,0,0,-4080
2016/12/7 6:00,0,0,0,0,0,0,-4010
2016/12/7 6:15,0,0,0,0,0,0,-4221
2016/12/7 6:30,0,0,0,0,0,0,-4150
2016/12/7 6:45,0,0,0,0,0,0,-4150
2016/12/7 7:00,0,0,0,0,0,0,-4010
2016/12/7 7:15,0,0,0,0,0,0,-3799
2016/12/7 7:30,0,0,0,0,0,0,-3939
2016/12/7 7:45,0,0,0,0,0,0,-3939
2016/12/7 8:00,0,0,0,0,0,0,-3939
2016/12/7 8:15,0,0,0,0,0,0,-3447
2016/12/7 8:30,0,0,0,0,0,0,-3095
2016/12/7 8:45,0,0,0,0,0,0,-2673
2016/12/7 9:00,0,0,0,0,0,0,-2181
2016/12/7 9:15,0,0,0,0,0,0,-1899
2016/12/7 9:30,0,0,0,0,0,0,-1407
2016/12/7 9:45,0,0,0,0,0,0,-915
2016/12/7 10:00,0,0,0,0,0,0,0
2016/12/7 10:15,0,0,0,0,0,0,563
2016/12/7 10:30,0,0,0,0,0,0,1477
2016/12/7 10:45,0,0,0,0,0,0,1759
2016/12/7 11:00,0,0,0,0,0,0,1266
2016/12/7 11:15,0,0,0,0,0,0,1337
2016/12/7 11:30,0,0,0,0,0,0,1548
2016/12/7 11:45,0,0,0,0,0,0,1759
2016/12/7 12:00,0,0,0,0,0,0,2181
2016/12/7 12:15,0,0,0,0,0,0,2181
2016/12/7 12:30,0,0,0,0,0,0,2532
2016/12/7 12:45,0,0,0,0,0,0,2744
2016/12/7 13:00,0,0,0,0,0,0,3447
2016/12/7 13:15,0,0,0,0,0,0,4150
2016/12/7 13:30,0,0,0,0,0,0,4924
2016/12/7 13:45,0,0,0,0,0,0,4995
2016/12/7 14:00,0,0,0,0,0,0,3799
2016/12/7 14:15,0,0,0,0,0,0,3658
2016/12/7 14:30,0,0,0,0,0,0,3447
2016/12/7 14:45,0,0,0,0,0,0,3306
2016/12/7 15:00,0,0,0,0,0,0,3588
2016/12/7 15:15,0,0,0,0,0,0,3447
2016/12/7 15:30,0,0,0,0,0,0,3306
2016/12/7 15:45,0,0,0,0,0,0,3306
2016/12/7 16:00,0,0,0,0,0,0,3236
2016/12/7 16:15,0,0,0,0,0,0,3095
2016/12/7 16:30,0,0,0,0,0,0,3025
2016/12/7 16:45,0,0,0,0,0,0,2532
2016/12/7 17:00,0,0,0,0,0,0,2321
2016/12/7 17:15,0,0,0,0,0,0,1829
2016/12/7 17:30,0,0,0,0,0,0,1688
2016/12/7 17:45,0,0,0,0,0,0,1337
2016/12/7 18:00,0,0,0,0,0,0,1266
2016/12/7 18:15,0,0,0,0,0,0,1196
2016/12/7 18:30,0,0,0,0,0,0,1126
2016/12/7 18:45,0,0,0,0,0,0,1055
2016/12/7 19:00,67,536,0,0,0,0,915
2016/12/7 19:15,0,67,0,0,0,0,563
2016/12/7 19:30,2545,871,0,0,2559,761,563
2016/12/7 19:45,2545,737,0,0,2589,822,844
2016/12/7 20:00,2344,737,0,0,2376,731,1266
2016/12/7 20:15,2411,737,0,0,2376,731,1759
2016/12/7 20:30,2344,737,0,0,2345,731,2462
2016/12/7 20:45,2143,737,0,0,2193,761,3377
2016/12/7 21:00,2076,737,0,0,2041,761,4080
2016/12/7 21:15,1942,737,0,0,1919,731,4854
2016/12/7 21:30,1808,603,0,0,1767,640,5206
2016/12/7 21:45,1674,603,0,0,1645,640,5839
2016/12/7 22:00,1474,536,0,0,1492,609,6261
2016/12/7 22:15,1808,670,0,0,1767,670,7035
2016/12/7 22:30,1808,670,0,0,1767,731,7105
2016/12/7 22:45,1674,670,0,0,1736,670,7386
2016/12/7 23:00,1808,670,0,0,1767,701,7668
2016/12/7 23:15,4086,1072,0,0,4082,1127,8231
2016/12/7 23:30,4287,1273,0,0,4295,1218,8371
2016/12/7 23:45,4153,1273,0,0,4173,1279,8301
2016/12/8 0:00,4019,1206,0,0,4021,1249,8512
2016/12/8 0:15,3818,1139,0,0,3838,1157,8864
2016/12/8 0:30,3818,1139,0,0,3838,1127,9215
2016/12/8 0:45,3684,1072,0,0,3746,1097,9638
2016/12/8 1:00,3751,1072,0,0,3686,1097,9638
2016/12/8 1:15,3751,1072,0,0,3716,1097,9849
2016/12/8 1:30,3684,1072,0,0,3686,1066,9919
2016/12/8 1:45,3684,1005,0,0,3655,1005,9849
2016/12/8 2:00,3684,1072,0,0,3686,1097,10130
2016/12/8 2:15,3751,1139,0,0,3899,1249,10060
2016/12/8 2:30,3684,1139,0,0,3686,1157,9849
2016/12/8 2:45,3885,1206,0,0,3929,1249,10130
2016/12/8 3:00,3885,1206,0,0,3838,1249,10552
2016/12/8 3:15,3885,1206,0,0,3838,1249,10552
2016/12/8 3:30,3818,1139,0,0,3777,1127,9778
2016/12/8 3:45,3751,1139,0,0,3838,1097,10341
2016/12/8 4:00,3885,1206,0,0,3807,1218,10482
2016/12/8 4:15,3885,1206,0,0,3899,1127,10341
2016/12/8 4:30,3885,1139,0,0,3807,1127,10693
2016/12/8 4:45,3885,1139,0,0,3868,1157,10130
2016/12/8 5:00,3952,1139,0,0,3960,1097,10060
2016/12/8 5:15,4153,1206,0,0,4173,1188,10552
2016/12/8 5:30,4488,1340,0,0,4508,1218,10763
2016/12/8 5:45,4555,1273,0,0,4508,1249,10974
2016/12/8 6:00,4488,1206,0,0,4630,1218,11537
2016/12/8 6:15,4823,1407,0,0,4691,1279,11256
2016/12/8 6:30,4957,1340,0,0,4995,1371,11467
2016/12/8 6:45,5090,1407,0,0,5148,1340,11044
2016/12/8 7:00,5425,1474,0,0,5239,1462,10482
2016/12/8 7:15,5224,1474,0,0,5239,1432,10411
2016/12/8 7:30,5224,1608,0,0,5208,1462,10060
2016/12/8 7:45,9109,2947,3767,782,5087,1706,10411
2016/12/8 8:00,6899,2947,4335,1741,2894,1249,11678
2016/12/8 8:15,6363,3148,4193,1421,2589,1157,11818
2016/12/8 8:30,6095,2545,3660,1244,2833,1218,11537
2016/12/8 8:45,6497,2880,3838,1279,2559,1188,11537
2016/12/8 9:00,1674,603,0,-71,1645,640,5839
2016/12/8 9:15,6698,3751,4193,1919,2833,1340,11396
2016/12/8 9:30,6832,2947,3660,1635,2650,1279,10622
2016/12/8 9:45,6631,2679,3873,1315,2680,1279,11115
2016/12/8 10:00,6765,3483,4158,1919,2619,1157,11889
2016/12/8 10:15,8038,3684,4442,1350,2924,1371,13296
2016/12/8 10:30,8306,3416,4797,1954,3229,1371,14421
2016/12/8 10:45,7770,3215,4087,1457,3290,1340,13929
2016/12/8 11:00,6497,2545,3411,853,2955,1157,12592
2016/12/8 11:15,6162,2947,3447,853,2711,1036,12944
2016/12/8 11:30,6162,2813,3873,1066,2559,1157,13507
2016/12/8 11:45,5626,1875,2772,817,2376,1066,12592
2016/12/8 12:00,5358,2612,2487,853,2498,1553,12874
2016/12/8 12:15,5492,2277,2701,640,3015,1188,12522
2016/12/8 12:30,6028,2478,2985,1244,2772,1218,12662
2016/12/8 12:45,6095,2947,3234,1421,2559,1492,13788
2016/12/8 13:00,5626,3215,2878,1564,2559,1188,14632
2016/12/8 13:15,5626,2210,2914,888,2650,1157,14703
2016/12/8 13:30,5090,3081,2949,1564,2589,1066,14843
2016/12/8 13:45,6028,3148,2949,1564,2680,1432,15125
2016/12/8 14:00,5358,3148,2843,1244,2619,1097,14491
2016/12/8 14:15,6095,3014,3944,1812,2010,1127,14140
2016/12/8 14:30,6899,3550,4264,1706,2345,1005,14491
2016/12/8 14:45,5894,3483,3589,1315,2559,1005,13858
2016/12/8 15:00,6765,3483,4193,1883,2619,1157,13085
2016/12/8 15:15,7569,3550,4868,2061,2559,1188,13296
2016/12/8 15:30,6564,3416,4620,2630,2376,975,14210
2016/12/8 15:45,7770,4019,5863,2914,2041,822,13858
2016/12/8 16:00,7770,4019,5863,2772,2041,822,13858
2016/12/8 16:15,8841,3952,6432,2701,2467,914,13225
2016/12/8 16:30,8707,3483,6219,2239,2498,853,14351
2016/12/8 16:45,9444,3818,6752,2487,2680,792,15406
2016/12/8 17:00,8506,3014,5721,1919,2711,853,15336
2016/12/8 17:15,8306,3014,5366,2061,2772,853,14562
2016/12/8 17:30,8306,3014,5366,1812,2985,792,13788
2016/12/8 17:45,8573,3014,5579,1954,3046,853,14703
2016/12/8 18:00,8439,3014,5437,1812,3076,853,14491
2016/12/8 18:15,8306,2947,5366,1670,2833,761,14562
2016/12/8 18:30,8239,2947,5472,1883,2772,761,14773
2016/12/8 18:45,8038,2679,5082,1635,2711,731,14843
2016/12/8 19:00,7569,2344,5046,1564,2680,670,14351
2016/12/8 19:15,7770,2679,5188,1457,2619,701,14703
2016/12/8 19:30,7770,2679,5010,1528,2772,731,14773
2016/12/8 19:45,7301,2344,4833,1492,2467,701,14843
2016/12/8 20:00,7167,2344,4691,1599,2437,701,15195
2016/12/8 20:15,7234,2545,4620,1599,2467,701,14351
2016/12/8 20:30,6765,2545,4371,1564,2315,731,14491
2016/12/8 20:45,6631,2411,4193,1421,2376,761,15265
2016/12/8 21:00,6497,1139,4193,604,2224,761,15265
2016/12/8 21:15,7234,1674,4868,888,2224,792,14421
2016/12/8 21:30,6564,1875,4548,782,2071,761,15054
2016/12/8 21:45,7770,2545,5934,888,1888,701,15125
2016/12/8 22:00,8640,2411,6929,1599,1553,518,15476
2016/12/8 22:15,10315,3684,8493,2132,1675,609,15265
2016/12/8 22:30,10181,3081,8422,1954,1736,640,15195
2016/12/8 22:45,11253,3416,9168,2416,1675,609,14984
2016/12/8 23:00,9980,3885,7960,2594,1645,640,15195
2016/12/8 23:15,12056,4555,10625,3234,1462,579,14773
2016/12/8 23:30,11721,4890,10056,3625,1492,579,14562
2016/12/8 23:45,11855,4287,10376,3411,1340,487,14491
2016/12/9 0:00,12458,4555,11087,3482,1462,579,14562
2016/12/9 0:15,12659,4957,11016,3980,1553,670,14491
2016/12/9 0:30,11922,4153,10447,2914,1401,609,13858
2016/12/9 0:45,10717,3751,8990,2487,1462,640,13929
2016/12/9 1:00,12056,5224,10270,3376,1462,609,13999
2016/12/9 1:15,11454,4756,9985,2949,1432,640,14280
2016/12/9 1:30,11922,4220,10554,3340,1279,579,14562
2016/12/9 1:45,11855,4890,10661,3873,1249,548,14351
2016/12/9 2:00,10918,4019,9559,2559,1157,548,14210
2016/12/9 2:15,12525,4689,10767,3589,1249,548,13366
2016/12/9 2:30,10650,4354,9275,2701,1249,579,13436
2016/12/9 2:45,11922,3818,10412,3163,1279,579,12733
2016/12/9 3:00,10918,3818,9808,3056,1279,579,12522
2016/12/9 3:15,8975,2679,7320,1457,1157,579,11607
2016/12/9 3:30,10449,4086,9132,2736,1249,579,10622
2016/12/9 3:45,11119,3818,9843,3163,1310,579,10271
2016/12/9 4:00,10985,3818,9559,3234,1310,579,9989
2016/12/9 4:15,11186,4488,9985,3198,1492,640,9638
2016/12/9 4:30,11721,3818,7889,1670,3716,1675,9708
2016/12/9 4:45,12927,4622,9132,2559,4051,1157,9426
2016/12/9 5:00,12458,3818,8528,1848,4142,1218,9215
2016/12/9 5:15,11855,4019,8138,1990,4234,1279,8934
2016/12/9 5:30,12257,3148,8173,1564,4264,1279,9075
2016/12/9 5:45,11788,3416,7640,1706,4538,1279,9215
2016/12/9 6:00,12056,3952,7320,2132,4477,1188,9215
2016/12/9 6:15,11320,3282,6645,1919,4782,1340,9004
2016/12/9 6:30,12927,4622,7889,1954,4934,1401,9426
2016/12/9 6:45,13664,3885,7782,1883,5056,1371,9356
2016/12/9 7:00,12592,3550,6965,1777,5422,1401,9567
2016/12/9 7:15,11454,3215,6076,995,5361,1584,9426
2016/12/9 7:30,12190,4421,6716,1919,5361,1553,9145
2016/12/9 7:45,12860,5023,7356,2416,5330,1614,9075
2016/12/9 8:00,9377,3416,6858,2345,2833,1157,9075
2016/12/9 8:15,8372,3349,5863,2168,2772,1127,9004
2016/12/9 8:30,7904,3885,5757,2203,2589,1036,8512
2016/12/9 8:45,8707,4153,5757,2203,2467,1097,8020
2016/12/9 9:00,7033,3148,3944,1777,2559,1127,8231
2016/12/9 9:15,6430,3550,4122,2168,2345,1097,8020
2016/12/9 9:30,7301,3416,4051,1848,2559,1097,7949
2016/12/9 9:45,6765,2679,4122,1279,2619,1157,8160
2016/12/9 10:00,7167,2545,4371,1350,2894,1218,8512
2016/12/9 10:15,7703,2545,4513,1528,3168,1157,8512
2016/12/9 10:30,8506,3818,5330,1670,3229,1127,9145
2016/12/9 10:45,8172,2880,4797,1528,3168,1036,9075
2016/12/9 11:00,8239,3215,5010,1848,3259,1005,8864
2016/12/9 11:15,7167,2344,4442,1102,2802,975,9145
2016/12/9 11:30,6296,2947,3802,1208,2467,822,9145
2016/12/9 11:45,5760,2009,3589,746,2254,761,9567
2016/12/9 12:00,6028,2277,3305,1528,2193,853,9215
2016/12/9 12:15,5358,2679,3376,1244,2193,914,9567
2016/12/9 12:30,5626,2679,3873,1528,2345,944,9286
2016/12/9 12:45,5224,2277,3056,1208,2132,944,9989
2016/12/9 13:00,5894,2746,3447,1954,2224,1005,10693
2016/12/9 13:15,6229,3349,3980,1706,2254,1097,10693
2016/12/9 13:30,6430,3416,3482,1350,2193,1005,11044
2016/12/9 13:45,6564,3617,3838,1564,2406,1066,11326
2016/12/9 14:00,6028,2880,3696,2097,2315,1097,10622
2016/12/9 14:15,6095,3617,3767,1457,2254,1157,10482
2016/12/9 14:30,6564,3550,4158,1883,2132,1066,10130
2016/12/9 14:45,5760,3014,4300,1919,2102,1005,10271
2016/12/9 15:00,6363,3215,4300,1706,2224,1066,9919
2016/12/9 15:15,5224,2277,3234,1137,1949,883,10130
2016/12/9 15:30,5358,2210,3340,888,2041,944,10060
2016/12/9 15:45,5425,2612,3198,1386,2224,944,10200
2016/12/9 16:00,5827,2344,3234,1315,2437,975,10130
2016/12/9 16:15,5894,2143,3411,1279,2376,731,10482
2016/12/9 16:30,6564,2411,3696,1208,2833,914,10622
2016/12/9 16:45,6899,2411,3838,1244,2985,853,10763
2016/12/9 17:00,6765,2344,3731,1350,2955,914,10482
2016/12/9 17:15,8975,3550,5934,2132,2985,853,10763
2016/12/9 17:30,9980,3349,6965,2168,3046,761,10482
2016/12/9 17:45,9712,3349,6752,2168,2863,731,10271
2016/12/9 18:00,9444,3550,6610,2381,2894,853,10130
2016/12/9 18:15,9243,3282,6432,2203,2619,701,9567
2016/12/9 18:30,9042,3215,6290,2097,2528,640,9286
2016/12/9 18:45,8707,2880,6361,2061,2467,609,9286
2016/12/9 19:00,8506,2880,6076,1954,2467,640,9145
2016/12/9 19:15,8172,2679,5615,1777,2315,548,8723
2016/12/9 19:30,8105,3014,5757,2025,2254,640,8723
2016/12/9 19:45,7703,2746,5401,1848,2254,640,8582
2016/12/9 20:00,6631,2411,4442,1457,2224,609,8231
2016/12/9 20:15,6698,2411,4513,1457,2224,701,8231
2016/12/9 20:30,6430,2344,4371,1492,2102,975,8301
2016/12/9 20:45,6363,1005,4264,0,1980,701,8160
2016/12/9 21:00,7971,2143,6005,1599,2041,731,7809
2016/12/9 21:15,8105,3282,6219,2097,1767,640,8160
2016/12/9 21:30,8506,3416,6183,1670,1797,670,8090
2016/12/9 21:45,8172,3416,6219,2203,1675,670,7527
2016/12/9 22:00,7569,3014,5828,1777,1584,670,7597
2016/12/9 22:15,8172,3148,6254,1919,1706,579,7457
2016/12/9 22:30,7435,2947,6076,2487,1614,609,7668
2016/12/9 22:45,7301,2679,5863,1706,1523,609,7457
2016/12/9 23:00,7837,3215,5970,2132,1553,640,7105
2016/12/9 23:15,10248,4153,6325,2452,4021,1127,7246
2016/12/9 23:30,10784,4086,6254,1954,3990,1188,6824
2016/12/9 23:45,10181,3617,6005,2132,3868,1097,6613
2016/12/10 0:00,10717,4287,6538,2665,3868,1097,6683
2016/12/10 0:15,10918,3550,6610,2061,3990,1218,6613
2016/12/10 0:30,10516,4354,6681,2559,3899,1097,6261
2016/12/10 0:45,10717,4555,6361,2914,3899,1097,6261
2016/12/10 1:00,10918,3885,6787,2843,3807,1157,5909
2016/12/10 1:15,10315,4354,6432,2523,3929,1157,5909
2016/12/10 1:30,10784,4421,6254,2310,3868,1127,5698
2016/12/10 1:45,9779,3952,4939,2203,3838,1097,5839
2016/12/10 2:00,9980,4220,6005,2239,3838,1127,5839
2016/12/10 2:15,10181,4488,6681,2736,3868,1249,5698
2016/12/10 2:30,10315,4354,6183,2701,3807,1097,5839
2016/12/10 2:45,9846,4086,5934,2736,3777,1005,6191
2016/12/10 3:00,10516,4756,6396,3056,3990,1249,5909
2016/12/10 3:15,9913,4421,5863,2523,3899,1249,5979
2016/12/10 3:30,10449,4287,6467,3020,3960,1310,5698
2016/12/10 3:45,9645,4287,5650,2487,3960,1249,5839
2016/12/10 4:00,9980,3751,6148,2310,4051,1310,5839
2016/12/10 4:15,10449,4287,6112,2239,3929,1218,6050
2016/12/10 4:30,10516,4622,6219,2523,3990,1249,6120
2016/12/10 4:45,10918,4287,6858,2665,4142,1249,6402
2016/12/10 5:00,10918,4555,6503,2310,4051,1188,6331
2016/12/10 5:15,11186,4555,6432,2487,4112,1249,6050
2016/12/10 5:30,11521,3952,7320,2523,4386,1279,6050
2016/12/10 5:45,10918,3684,6752,2132,4569,1371,5909
2016/12/10 6:00,8372,2880,6219,1883,2132,792,5698
2016/12/10 6:15,8105,3148,6183,1883,1980,548,5557
2016/12/10 6:30,9913,3885,7533,2523,2224,640,5839
2016/12/10 6:45,10449,3684,7249,2274,2528,670,5768
2016/12/10 7:00,10315,3684,7640,2168,2711,731,5557
2016/12/10 7:15,11588,3751,8351,2665,2772,822,5346
2016/12/10 7:30,11989,4756,8528,3376,2833,975,5487
2016/12/10 7:45,11253,4220,8315,2772,2924,1036,5698
2016/12/10 8:00,10985,4287,8173,2772,2924,1127,5698
2016/12/10 8:15,11253,4957,7889,3269,2589,1036,5768
2016/12/10 8:30,10918,5023,8173,3482,2619,1036,6191
2016/12/10 8:45,10181,4287,7676,3127,2650,914,6331
2016/12/10 9:00,8640,3952,6290,2061,2437,1036,6542
2016/12/10 9:15,8506,3684,6041,2949,2589,1157,6050
2016/12/10 9:30,8506,3483,6148,2310,2650,1097,6753
2016/12/10 9:45,8573,4220,5899,2701,2589,822,6964
2016/12/10 10:00,8975,4086,6396,2630,2711,1066,6613
2016/12/10 10:15,9176,4354,6503,2487,2894,944,7105
2016/12/10 10:30,10181,4488,6929,2594,3290,975,6964
2016/12/10 10:45,10717,4153,7178,2452,3320,1097,7035
2016/12/10 11:00,9980,3349,6823,1990,3168,944,7316
2016/12/10 11:15,9377,4019,6467,2487,2894,883,7386
2016/12/10 11:30,8105,2947,5401,1528,2528,761,7386
2016/12/10 11:45,7971,2813,4939,1102,2498,792,7879
2016/12/10 12:00,7770,2545,5188,1528,2345,792,7597
2016/12/10 12:15,7636,3148,4904,2168,2284,853,7527
2016/12/10 12:30,7502,3550,5437,2594,2528,975,8020
2016/12/10 12:45,8239,3215,5082,1670,2559,1157,7597
2016/12/10 13:00,8239,3617,5863,2168,2589,1097,7527
2016/12/10 13:15,8506,3885,5757,2132,2376,1066,7738
2016/12/10 13:30,7904,3952,5472,2772,2315,1097,8020
2016/12/10 13:45,8774,4086,6005,2701,2467,1036,7668
2016/12/10 14:00,8105,4019,5650,2594,2345,975,8160
2016/12/10 14:15,7770,4287,5792,2381,2345,1036,7949
2016/12/10 14:30,7904,4019,5508,2168,2345,1127,8231
2016/12/10 14:45,8105,3416,5543,2168,2254,1005,8160
2016/12/10 15:00,7770,3282,5721,2061,2315,1005,8442
2016/12/10 15:15,7770,3483,5401,2239,2284,944,8864
2016/12/10 15:30,7770,3885,5295,2416,2284,1036,8582
2016/12/10 15:45,7837,3818,5543,2594,2467,1005,8582
2016/12/10 16:00,8306,3617,5579,2594,2589,1036,8723
2016/12/10 16:15,9042,2880,6076,1173,2833,1005,8653
2016/12/10 16:30,9377,3014,6290,1706,3168,1036,9075
2016/12/10 16:45,9578,2947,6290,1599,3320,944,9075
2016/12/10 17:00,9377,2947,6183,1564,3320,1005,9567
2016/12/10 17:15,9109,2545,5863,1173,3350,1005,9849
2016/12/10 17:30,8975,2545,5721,1208,3320,914,9989
2016/12/10 17:45,8506,2009,5437,888,3107,792,9497
2016/12/10 18:00,8439,1942,5508,924,2924,701,9638
2016/12/10 18:15,8038,1875,5188,888,2711,640,9567
2016/12/10 18:30,7770,1741,5046,746,2772,670,9849
2016/12/10 18:45,7904,1808,5330,711,2711,670,9426
2016/12/10 19:00,7904,1808,5224,746,2711,701,9919
2016/12/10 19:15,7703,1808,4939,817,2680,731,9919
2016/12/10 19:30,7502,2009,4939,888,2559,701,9849
2016/12/10 19:45,7033,1808,4584,817,2406,701,9426
2016/12/10 20:00,7100,1875,4584,782,2467,701,9215
2016/12/10 20:15,6698,1608,4371,640,2315,731,9426
2016/12/10 20:30,6765,1674,4406,640,2193,761,9004
2016/12/10 20:45,6229,1005,4158,71,2071,731,8934
2016/12/10 21:00,6028,938,3980,0,2102,701,9215
2016/12/10 21:15,5827,1674,4087,426,1888,640,8793
2016/12/10 21:30,6296,1741,4300,853,1828,670,8864
2016/12/10 21:45,6296,1608,4300,746,1645,640,9075
2016/12/10 22:00,8774,3416,7640,3127,1645,640,8512
2016/12/10 22:15,9913,670,8102,-1066,1767,701,8160
2016/12/10 22:30,11119,1072,8777,-569,1736,731,7809
2016/12/10 22:45,10382,737,8635,-604,1675,640,8301
2016/12/10 23:00,10248,871,8493,-426,1553,640,8020
2016/12/10 23:15,10382,1273,8244,-355,1645,731,8020
2016/12/10 23:30,11052,1072,9346,-107,1828,792,8020
2016/12/10 23:45,11655,1808,9310,0,1797,761,7949
2016/12/11 0:00,10047,737,8031,-391,1706,731,7668
2016/12/11 0:15,11521,1808,9950,355,1675,701,7527
2016/12/11 0:30,11655,2210,10554,604,1523,640,7246
2016/12/11 0:45,11788,1808,10412,1031,1553,670,7386
2016/12/11 1:00,9578,1072,7924,-320,1432,670,7246
2016/12/11 1:15,10784,1273,8813,107,1462,701,6894
2016/12/11 1:30,10985,2143,9737,1066,1401,640,7035
2016/12/11 1:45,10449,1608,8884,107,1492,640,7175
2016/12/11 2:00,9511,1005,8031,-426,1492,670,7246
2016/12/11 2:15,10717,2009,9168,569,1553,701,7035
2016/12/11 2:30,11052,1474,9346,355,1645,701,7175
2016/12/11 2:45,9377,536,8209,-320,1523,701,7175
2016/12/11 3:00,10650,1608,8564,249,1492,701,6753
2016/12/11 3:15,10851,1674,9523,0,1523,701,6894
2016/12/11 3:30,9444,536,8102,-426,1614,701,6683
2016/12/11 3:45,10382,804,8671,-213,1432,609,6613
2016/12/11 4:00,10985,1474,9417,178,1462,609,6542
2016/12/11 4:15,10315,938,8813,213,1523,579,6331
2016/12/11 4:30,8841,268,6396,-640,1675,731,6261
2016/12/11 4:45,10918,1206,8990,142,1736,731,6472
2016/12/11 5:00,10516,670,8564,0,1767,701,6331
2016/12/11 5:15,12525,2143,10518,355,1980,761,6261
2016/12/11 5:30,10516,469,8280,-320,2224,822,6261
2016/12/11 5:45,11521,1541,9523,-533,2315,822,6191
2016/12/11 6:00,10918,201,8138,-1137,2315,822,6191
2016/12/11 6:15,12257,201,10021,-888,2284,731,6050
2016/12/11 6:30,11454,1273,9310,-107,2315,822,6050
2016/12/11 6:45,11454,737,8635,-604,2437,701,5909
2016/12/11 7:00,12391,268,9097,-853,2650,701,5698
2016/12/11 7:15,13530,1875,10092,-142,2924,853,5909
2016/12/11 7:30,11855,603,9168,-640,2894,853,5698
2016/12/11 7:45,12123,1674,9204,-107,2955,944,5557
2016/12/11 8:00,12056,1674,8742,0,2711,1005,5909
2016/12/11 8:15,10918,1206,8848,249,2650,944,6191
2016/12/11 8:30,10248,938,7711,-320,2650,1005,6120
2016/12/11 8:45,10181,1005,7604,71,2528,1036,6261
2016/12/11 9:00,8306,335,5863,-497,2467,975,6472
2016/12/11 9:15,9109,1139,6254,-569,2833,1127,7105
2016/12/11 9:30,9176,1273,6503,-569,2772,1127,7105
